dataset,feature_name,dtype,feature_role,source_tables,description
resident_monthly_features,process_recent_90d_count,int64,numeric_feature,"residents, process_recordings, home_visitations, intervention_plans, incident_reports, education_records, health_wellbeing_records",Process recent 90d count
resident_monthly_features,process_referrals_90d,int64,numeric_feature,"residents, process_recordings, home_visitations, intervention_plans, incident_reports, education_records, health_wellbeing_records",Process referrals 90d
resident_monthly_features,safety_plans_cumulative,int64,numeric_feature,"residents, process_recordings, home_visitations, intervention_plans, incident_reports, education_records, health_wellbeing_records",Safety plans cumulative
resident_monthly_features,subcategory_flag_count,int64,numeric_feature,"residents, process_recordings, home_visitations, intervention_plans, incident_reports, education_records, health_wellbeing_records",Subcategory flag count
resident_monthly_features,unresolved_incidents_cumulative,int64,numeric_feature,"residents, process_recordings, home_visitations, intervention_plans, incident_reports, education_records, health_wellbeing_records",Unresolved incidents cumulative
resident_monthly_features,visit_avg_family_cooperation_90d,float64,numeric_feature,"residents, process_recordings, home_visitations, intervention_plans, incident_reports, education_records, health_wellbeing_records",Visit average family cooperation 90d
resident_monthly_features,visit_follow_up_needed_90d,int64,numeric_feature,"residents, process_recordings, home_visitations, intervention_plans, incident_reports, education_records, health_wellbeing_records",Visit follow up needed 90d
resident_monthly_features,visit_safety_concerns_90d,int64,numeric_feature,"residents, process_recordings, home_visitations, intervention_plans, incident_reports, education_records, health_wellbeing_records",Visit safety concerns 90d
resident_monthly_features,months_since_admission,int64,time_index,"residents, process_recordings, home_visitations, intervention_plans, incident_reports, education_records, health_wellbeing_records",Months since admission
safehouse_features,city,str,categorical_feature,"safehouses, residents, donation_allocations, safehouse_monthly_metrics, incident_reports",City
safehouse_features,country,str,categorical_feature,"safehouses, residents, donation_allocations, safehouse_monthly_metrics, incident_reports",Country
safehouse_features,name,str,categorical_feature,"safehouses, residents, donation_allocations, safehouse_monthly_metrics, incident_reports",Name
safehouse_features,province,str,categorical_feature,"safehouses, residents, donation_allocations, safehouse_monthly_metrics, incident_reports",Province
safehouse_features,region,str,categorical_feature,"safehouses, residents, donation_allocations, safehouse_monthly_metrics, incident_reports",Region
safehouse_features,safehouse_code,str,categorical_feature,"safehouses, residents, donation_allocations, safehouse_monthly_metrics, incident_reports",Safehouse code
safehouse_features,status,str,categorical_feature,"safehouses, residents, donation_allocations, safehouse_monthly_metrics, incident_reports",Status
safehouse_features,safehouse_id,int64,key,"safehouses, residents, donation_allocations, safehouse_monthly_metrics, incident_reports",Safehouse id
safehouse_features,active_resident_count,int64,numeric_feature,"safehouses, residents, donation_allocations, safehouse_monthly_metrics, incident_reports",Active resident count
safehouse_features,allocation_program_diversity,int64,numeric_feature,"safehouses, residents, donation_allocations, safehouse_monthly_metrics, incident_reports",Allocation program diversity
safehouse_features,avg_length_of_stay_days,float64,numeric_feature,"safehouses, residents, donation_allocations, safehouse_monthly_metrics, incident_reports",Average length of stay days
safehouse_features,capacity_girls,int64,numeric_feature,"safehouses, residents, donation_allocations, safehouse_monthly_metrics, incident_reports",Capacity girls
safehouse_features,capacity_staff,int64,numeric_feature,"safehouses, residents, donation_allocations, safehouse_monthly_metrics, incident_reports",Capacity staff
safehouse_features,capacity_utilization_ratio,float64,numeric_feature,"safehouses, residents, donation_allocations, safehouse_monthly_metrics, incident_reports",Capacity utilization ratio
safehouse_features,completed_reintegration_count,int64,numeric_feature,"safehouses, residents, donation_allocations, safehouse_monthly_metrics, incident_reports",Completed reintegration count
safehouse_features,current_occupancy,int64,numeric_feature,"safehouses, residents, donation_allocations, safehouse_monthly_metrics, incident_reports",Current occupancy
safehouse_features,high_severity_incident_count,int64,numeric_feature,"safehouses, residents, donation_allocations, safehouse_monthly_metrics, incident_reports",High severity incident count
safehouse_features,incident_report_count,int64,numeric_feature,"safehouses, residents, donation_allocations, safehouse_monthly_metrics, incident_reports",Incident report count
safehouse_features,notes,float64,numeric_feature,"safehouses, residents, donation_allocations, safehouse_monthly_metrics, incident_reports",Notes
safehouse_features,resident_count,int64,numeric_feature,"safehouses, residents, donation_allocations, safehouse_monthly_metrics, incident_reports",Resident count
safehouse_features,total_allocated_amount,float64,numeric_feature,"safehouses, residents, donation_allocations, safehouse_monthly_metrics, incident_reports",Total allocated amount
safehouse_features,avg_active_residents_monthly,float64,time_index,"safehouses, residents, donation_allocations, safehouse_monthly_metrics, incident_reports",Average active residents monthly
safehouse_features,avg_education_progress_monthly,float64,time_index,"safehouses, residents, donation_allocations, safehouse_monthly_metrics, incident_reports",Average education progress monthly
safehouse_features,avg_health_score_monthly,float64,time_index,"safehouses, residents, donation_allocations, safehouse_monthly_metrics, incident_reports",Average health score monthly
safehouse_features,open_date,datetime64[us],time_index,"safehouses, residents, donation_allocations, safehouse_monthly_metrics, incident_reports",Open date
safehouse_features,total_home_visitations_monthly,int64,time_index,"safehouses, residents, donation_allocations, safehouse_monthly_metrics, incident_reports",Total home visitations monthly
safehouse_features,total_incidents_monthly,int64,time_index,"safehouses, residents, donation_allocations, safehouse_monthly_metrics, incident_reports",Total incidents monthly
safehouse_features,total_process_recordings_monthly,int64,time_index,"safehouses, residents, donation_allocations, safehouse_monthly_metrics, incident_reports",Total process recordings monthly
supporter_features,acquisition_channel,str,categorical_feature,"supporters, donations, donation_allocations, in_kind_donation_items",Acquisition channel
supporter_features,country,str,categorical_feature,"supporters, donations, donation_allocations, in_kind_donation_items",Country
supporter_features,created_at,datetime64[us],categorical_feature,"supporters, donations, donation_allocations, in_kind_donation_items",Created at
supporter_features,display_name,str,categorical_feature,"supporters, donations, donation_allocations, in_kind_donation_items",Display name
supporter_features,email,str,categorical_feature,"supporters, donations, donation_allocations, in_kind_donation_items",Email
supporter_features,first_name,str,categorical_feature,"supporters, donations, donation_allocations, in_kind_donation_items",First name
supporter_features,last_name,str,categorical_feature,"supporters, donations, donation_allocations, in_kind_donation_items",Last name
supporter_features,organization_name,str,categorical_feature,"supporters, donations, donation_allocations, in_kind_donation_items",Organization name
supporter_features,phone,str,categorical_feature,"supporters, donations, donation_allocations, in_kind_donation_items",Phone
supporter_features,region,str,categorical_feature,"supporters, donations, donation_allocations, in_kind_donation_items",Region
supporter_features,relationship_type,str,categorical_feature,"supporters, donations, donation_allocations, in_kind_donation_items",Relationship type
supporter_features,status,str,categorical_feature,"supporters, donations, donation_allocations, in_kind_donation_items",Status
supporter_features,supporter_type,str,categorical_feature,"supporters, donations, donation_allocations, in_kind_donation_items",Supporter type
supporter_features,has_any_donation,bool,flag,"supporters, donations, donation_allocations, in_kind_donation_items",Has any donation
supporter_features,supporter_id,int64,key,"supporters, donations, donation_allocations, in_kind_donation_items",Supporter id
supporter_features,label_lapsed_180d,bool,label,"supporters, donations, donation_allocations, in_kind_donation_items",Label lapsed 180d
supporter_features,allocation_program_diversity,float64,numeric_feature,"supporters, donations, donation_allocations, in_kind_donation_items",Allocation program diversity
supporter_features,allocation_safehouse_diversity,float64,numeric_feature,"supporters, donations, donation_allocations, in_kind_donation_items",Allocation safehouse diversity
supporter_features,avg_monetary_amount,float64,numeric_feature,"supporters, donations, donation_allocations, in_kind_donation_items",Average monetary amount
supporter_features,campaign_count,float64,numeric_feature,"supporters, donations, donation_allocations, in_kind_donation_items",Campaign count
supporter_features,channel_diversity,float64,numeric_feature,"supporters, donations, donation_allocations, in_kind_donation_items",Channel diversity
supporter_features,donation_active_days,float64,numeric_feature,"supporters, donations, donation_allocations, in_kind_donation_items",Donation active days
supporter_features,donation_count,float64,numeric_feature,"supporters, donations, donation_allocations, in_kind_donation_items",Donation count
supporter_features,donation_frequency_per_365d,float64,numeric_feature,"supporters, donations, donation_allocations, in_kind_donation_items",Donation frequency per 365d
supporter_features,donation_recency_days,float64,numeric_feature,"supporters, donations, donation_allocations, in_kind_donation_items",Donation recency days
supporter_features,donation_type_diversity,float64,numeric_feature,"supporters, donations, donation_allocations, in_kind_donation_items",Donation type diversity
supporter_features,in_kind_category_diversity,float64,numeric_feature,"supporters, donations, donation_allocations, in_kind_donation_items",In kind category diversity
supporter_features,in_kind_estimated_value_total,float64,numeric_feature,"supporters, donations, donation_allocations, in_kind_donation_items",In kind estimated value total
supporter_features,in_kind_item_line_count,float64,numeric_feature,"supporters, donations, donation_allocations, in_kind_donation_items",In kind item line count
supporter_features,in_kind_quantity_total,float64,numeric_feature,"supporters, donations, donation_allocations, in_kind_donation_items",In kind quantity total
supporter_features,monetary_donation_count,float64,numeric_feature,"supporters, donations, donation_allocations, in_kind_donation_items",Monetary donation count
supporter_features,non_monetary_donation_count,float64,numeric_feature,"supporters, donations, donation_allocations, in_kind_donation_items",Non monetary donation count
supporter_features,recurring_donation_count,float64,numeric_feature,"supporters, donations, donation_allocations, in_kind_donation_items",Recurring donation count
supporter_features,recurring_donation_share,float64,numeric_feature,"supporters, donations, donation_allocations, in_kind_donation_items",Recurring donation share
supporter_features,social_referral_donation_count,float64,numeric_feature,"supporters, donations, donation_allocations, in_kind_donation_items",Social referral donation count
supporter_features,supporter_tenure_days,int64,numeric_feature,"supporters, donations, donation_allocations, in_kind_donation_items",Supporter tenure days
supporter_features,total_allocated_amount,float64,numeric_feature,"supporters, donations, donation_allocations, in_kind_donation_items",Total allocated amount
supporter_features,total_monetary_amount,float64,numeric_feature,"supporters, donations, donation_allocations, in_kind_donation_items",Total monetary amount
supporter_features,total_resolved_value,float64,numeric_feature,"supporters, donations, donation_allocations, in_kind_donation_items",Total resolved value
supporter_features,first_donation_date,datetime64[us],time_index,"supporters, donations, donation_allocations, in_kind_donation_items",First donation date
supporter_features,first_donation_date_actual,datetime64[us],time_index,"supporters, donations, donation_allocations, in_kind_donation_items",First donation date actual
supporter_features,last_donation_date,datetime64[us],time_index,"supporters, donations, donation_allocations, in_kind_donation_items",Last donation date
